name,institution,homepage,act,ai,arch,bed,bio,chi,comm,crypt,da,ecom,graph,hpc,ir,log,metrics,mlmining,mobile,mod,nlp,ops,plan,robotics,sec,soft,vision,visualization
Bijan Parsia,University of Manchester,http://www.cs.man.ac.uk/~bparsia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Keller,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Björn Franke,University of Edinburgh,http://homepages.inf.ed.ac.uk/bfranke,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Björn W. Schuller,Imperial College London,https://www.doc.ic.ac.uk/~bschulle,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0
Blaine A. Price,Open University UK,http://stem.open.ac.uk/people/bp5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bob Coecke,University of Oxford,http://www.cs.ox.ac.uk/bob.coecke,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Bob Fields,Middlesex University,http://www.cs.mdx.ac.uk/people/bob-fields,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bogdan Warinschi,University of Bristol,http://www.bris.ac.uk/engineering/people/person/bogdan-warinschi/index.html,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0
Bonnie L. Webber,University of Edinburgh,http://homepages.inf.ed.ac.uk/bonnie,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Boriana Koleva,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/b.koleva,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boris Grot,University of Edinburgh,http://homepages.inf.ed.ac.uk/bgrot,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Boris Konev,University of Liverpool,http://www.csc.liv.ac.uk/~konev,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Boris Motik,University of Oxford,https://www.cs.ox.ac.uk/boris.motik,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brad Karp,University College London,http://www0.cs.ucl.ac.uk/staff/B.Karp,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,0
Brandon Bennett,University of Leeds,https://eps.leeds.ac.uk/computing/staff/121/dr-brandon-bennett,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Logan 0001,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/brian.logan,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brijesh Dongol,University of Surrey,https://brijeshdongol.github.io,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bruno Yun,University of Aberdeen,https://www.abdn.ac.uk/people/bruno.yun,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Budi Arief,University of Kent,https://www.cs.kent.ac.uk/people/staff/ba284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C.-H. Luke Ong,University of Oxford,https://www.cs.ox.ac.uk/luke.ong,1,0,0,0,0,0,1,0,0,0,0,0,0,24,0,2,0,0,0,0,10,0,0,1,0,0
Cagatay Turkay,City University of London,https://www.city.ac.uk/people/academics/cagatay-turkay#profile=overview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Carl Henrik Ek,University of Cambridge,http://carlhenrik.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,16,0,0,1,0
Carlos Cid,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/carlos-cid(a447674c-2c08-47a2-b318-57e3acc2bb66).html,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carmine Ventre,King's College London,https://www.kcl.ac.uk/people/carmine-ventre,1,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carole A. Goble,University of Manchester,http://www.manchester.ac.uk/research/Carole.goble,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Carolina Fuentes,Cardiff University,https://www.cardiff.ac.uk/people/view/1764542-fuentes-carolina,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carolina Scarton,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/carolina-scarton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Caroline Jay,University of Manchester,https://www.research.manchester.ac.uk/portal/Caroline.Jay.html,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Carsten Fuhs,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/carsten,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Caterina Cinel,University of Essex,https://www.essex.ac.uk/people/cinel32002/caterina-cinel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catherine Holloway,University College London,https://uclic.ucl.ac.uk/people/catherine-holloway,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cecilia Mascolo,University of Cambridge,https://www.cl.cam.ac.uk/~cm542,0,1,0,0,0,16,0,0,0,0,0,0,0,0,1,8,11,0,0,0,0,0,1,3,0,0
Charalampos Rotsos,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/charalampos-rotsos,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charilaos Efthymiou,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/charilaos_efthymiou,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chenghua Lin,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/chenghua-lin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0
Chloe Martindale,University of Bristol,https://www.martindale.info,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Baber,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/baber-chris.aspx,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Evans,University College London,https://uclic.ucl.ac.uk/people/chris-evans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chris Fox,University of Essex,https://www.essex.ac.uk/people/foxch66501/chris-fox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chris Heunen,University of Edinburgh,http://homepages.inf.ed.ac.uk/cheunen,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0
Chris Preist,University of Bristol,http://www.bristol.ac.uk/eng-systems-centre/people/chris-priest.html,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Reed,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Chris Russell 0001,University of Surrey,https://www.surrey.ac.uk/cvssp/people/russell_christopher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,16,0
Chris Thornton,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/2684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Christian Dondrup,Heriot-Watt University,https://researchportal.hw.ac.uk/en/persons/christian-dondrup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Christian Ikenmeyer,University of Liverpool,http://pcwww.liv.ac.uk/~iken,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Konrad,University of Bristol,http://www.bristol.ac.uk/engineering/departments/computerscience/people/christian-konrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Christian Richardt,University of Bath,http://richardt.name,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,10,2
Christian Urban,King's College London,https://www.kcl.ac.uk/people/christian-urban,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Christof Lutteroth,University of Bath,https://www.cs.auckland.ac.nz/~lutteroth,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Christoph Haase,University of Oxford,https://www.cs.ox.ac.uk/people/christoph.haase,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Christophe Petit,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/petit-christophe.aspx,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Bailey 0002,University of York,https://www-users.cs.york.ac.uk/~chrisb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Christopher Brown,University of St Andrews,https://chrisb.host.cs.st-andrews.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Christopher Edwards,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/christopher-edwards,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher G. Lucas,University of Edinburgh,http://www.christopherglucas.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
Christopher Greenhalgh,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/chris.greenhalgh,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Christopher J. Bishop,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Christopher_Bishop.html,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher J. Taylor 0001,University of Manchester,https://www.research.manchester.ac.uk/portal/en/researchers/christopher-taylor(f11de136-9c92-4edd-b9ac-d33b8b7a5cfb).html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
Christopher Jefferson,University of St Andrews,https://caj.host.cs.st-andrews.ac.uk,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Christopher K. I. Williams,University of Edinburgh,https://homepages.inf.ed.ac.uk/ckiw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,0
Christopher Power,University of York,https://www-users.cs.york.ac.uk/~cpower,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christos Anagnostopoulos,University of Glasgow,http://www.gla.ac.uk/schools/computing/staff/christosanagnostopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Christos Kloukinas,City University of London,https://www.city.ac.uk/people/academics/christos-kloukinas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Clara Mancini,Open University UK,http://stem.open.ac.uk/people/cm476,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clare Dixon,University of Liverpool,https://www.csc.liv.ac.uk/~clare,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clemens Kupke,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/clemens-kupke/publications,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
Colin Cooper,King's College London,https://www.kcl.ac.uk/people/colin-cooper,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colin G. Johnson,University of Kent,https://www.cs.kent.ac.uk/people/staff/cgj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Colin Perkins,University of Glasgow,https://csperkins.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Colin Stirling,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Colin_Stirling.html,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Constantin Catalin Dragan,University of Surrey,https://www.surrey.ac.uk/people/constantin-catalin-dragan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Corina Cîrstea,University of Southampton,https://www.ecs.soton.ac.uk/people/corina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Corina Sas,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/corina-sas,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costas S. Iliopoulos,King's College London,https://www.kcl.ac.uk/people/costas-iliopoulos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig D. Stewart,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=18474,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Macdonald,University of Glasgow,http://www.dcs.gla.ac.uk/~craigm,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristian Cadar,Imperial College London,https://www.doc.ic.ac.uk/~cristic,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,3,19,0,0
Cristiano Calcagno,Imperial College London,http://www.imperial.ac.uk/collegedirectory/index.asp?PeopleID=767740,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0
Cristina David,University of Bristol,https://research-information.bris.ac.uk/en/persons/cristina-david,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0
Dalal Alrajeh,Imperial College London,https://www.doc.ic.ac.uk/~da04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Damon Wischik,University of Cambridge,https://www.cl.cam.ac.uk/~djw1005,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan O'Keeffe,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/daniel-okeeffe(d6927298-220b-404a-ba19-4ee7657271fb).html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0
Dan Olteanu,University of Oxford,http://www.cs.ox.ac.uk/dan.olteanu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0
Dan Page,University of Bristol,http://www.cs.bris.ac.uk/~page,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan R. Ghica,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/ghica-dan.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0
Dan Stowell,Queen Mary University of London,http://c4dm.eecs.qmul.ac.uk/people/dans.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Danail Stoyanov,University College London,http://www.surgicalvision.cs.ucl.ac.uk/people/DanailStoyanov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0
Danesh Tarapore,University of Southampton,https://www.ecs.soton.ac.uk/people/dst1m17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Daniel C. Alexander,University College London,http://cmic.cs.ucl.ac.uk/staff/daniel_alexander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0
Daniel Gardham,University of Surrey,https://www.surrey.ac.uk/people/daniel-gardham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Daniel Gooch,Open University UK,http://stem.open.ac.uk/people/dg7692,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel J. Finnegan,Cardiff University,https://www.cardiff.ac.uk/people/view/1496260-finnegan-daniel,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Daniel J. Rough,University of Dundee,https://discovery.dundee.ac.uk/en/persons/daniel-rough,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel R. Thomas,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/daniel-thomas/publications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Daniel Rueckert,Imperial College London,http://wp.doc.ic.ac.uk/dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0
Daniel Schien,University of Bristol,http://www.bristol.ac.uk/engineering/departments/computerscience/people/daniel-schien,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danushka Bollegala,University of Liverpool,http://www.csc.liv.ac.uk/~danushka,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0
Darren Cosker,University of Bath,http://www.cs.bath.ac.uk/~dpc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
Dave Cliff,University of Bristol,https://www.cs.bris.ac.uk/~dc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David A. Cohen,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/dave-cohen_1ba463a9-f2cb-4704-a179-ed7038a2fe9c.html,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Aspinall 0001,University of Edinburgh,http://homepages.inf.ed.ac.uk/da,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
David Barber,University College London,http://www.cs.ucl.ac.uk/staff/D.Barber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0
David Bowes,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/david-bowes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
David Budgen,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
David C. Hogg,University of Leeds,https://eps.leeds.ac.uk/computing/staff/84/professor-david-hogg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
David Clark,University College London,http://www0.cs.ucl.ac.uk/people/D.Clark.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0
David E. Millard,University of Southampton,https://www.ecs.soton.ac.uk/people/dem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
David F. Manlove,University of Glasgow,https://www.gla.ac.uk/schools/computing/staff/davidmanlove,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David F. Oswald,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/oswald-david.aspx,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
David Galindo,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/galindo-david.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
David Gavaghan,University of Oxford,http://www.cs.ox.ac.uk/david.gavaghan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
David Greaves,University of Cambridge,https://www.cl.cam.ac.uk/~djg11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
David Harris-Birtill,University of St Andrews,https://dcchb.host.cs.st-andrews.ac.uk,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Hutchison,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/david-hutchison,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
David J. Duke,University of Leeds,https://eps.leeds.ac.uk/computing/staff/334/professor-david-duke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
David J. Hawkes,University College London,https://iris.ucl.ac.uk/iris/browse/profile?upi=DJHAW78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
David J. Pym,University College London,http://www0.cs.ucl.ac.uk/staff/D.Pym,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
David J. Weir,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
David Jones,University College London,http://www.cs.ucl.ac.uk/staff/D.Jones,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
David McNeill,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=dw.mcneill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
David N. Turner,University of Kent,https://www.cs.kent.ac.uk/people/staff/dat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
David Parker 0001,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/parker-david.aspx,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0
David Richerby,University of Essex,https://www.essex.ac.uk/people/riche29705/david-richerby,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David W. Walker,Cardiff University,https://www.cardiff.ac.uk/people/view/118172-walker-david,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Windridge,Middlesex University,http://www.cs.mdx.ac.uk/people/david-windridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Dawei Song 0001,Open University UK,http://stem.open.ac.uk/people/ds7946,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,4,0,0,0,0,0,0,0
Deepak P 0001,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=d.padmanabhan,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0
Dell Zhang,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/dell,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0
Derek Long,King's College London,https://www.kcl.ac.uk/people/derek-long,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Derek McAuley,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/brian.logan,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Derek R. Magee,University of Leeds,https://eps.leeds.ac.uk/computing/staff/172/derek-magee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dharini Balasubramaniam,University of St Andrews,https://dharini.host.cs.st-andrews.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Diego Martínez 0001,University College London,https://uclic.ucl.ac.uk/people/diego-martinez-plasencia,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dima Damen,University of Bristol,https://www.cs.bris.ac.uk/~damen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0
Dimitar Kazakov,University of York,https://www-users.cs.york.ac.uk/~kazakov,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimitri Ognibene,University of Essex,https://www.essex.ac.uk/people/ognib28704/dimitri-ognibene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimitris P. Tsakiris,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/dit5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
Dmitri Roussinov,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/dmitri-roussinov/publications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Dmitry Chistikov 0001,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/dmitry_chistikov,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
Dominic A. Orchard,University of Kent,https://www.cs.kent.ac.uk/~dao7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Dominik D. Freydenberger,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/dominik-freydenberger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Dominik Wojtczak,University of Liverpool,https://www.csc.liv.ac.uk/~dominik,1,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Donald Sannella,University of Edinburgh,http://homepages.inf.ed.ac.uk/dts,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
